GENOME	metH'	cbp	bmt	mttB	gbcAB	Cob_syn_75_perc	mttB-cbp-metH'	domain	phylum	class	order	family	genus	species
KOPF15-1_SAMEA7392469_MAG_00000187	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	NS11-12g	UBA9320	UBA987	Unknown UBA987
KOPF15-1_SAMEA7392463_MAG_00000144	1	0	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	SW10	Unknown SW10
KOPF15-1_SAMEA7392465_MAG_00000025	1	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Haloferula	Unknown Haloferula
KOPF15-1_SAMEA7392469_MAG_00000078	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Salibacteraceae	UBA6049	Unknown UBA6049
KOPF15-1_SAMEA7392469_MAG_00000177	0	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	SAR86	D2472	D2472	D2472 sp016779285
KOPF15-1_SAMEA7392463_MAG_00000155	1	0	1	0	0	0	0	Bacteria	Planctomycetota	UBA1135	UBA1135	UBA1135	GCA-2746235	Unknown GCA-2746235
KOPF15-1_SAMEA7392468_MAG_00000037	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MED-G14	MED-G14 sp004321735
KOPF15-1_SAMEA7392469_MAG_00000030	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA3478	Unknown UBA3478
KOPF15-1_SAMEA7392469_MAG_00000175	1	0	1	0	0	0	0	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Pontimonas	Pontimonas sp937124545
KOPF15-1_SAMEA7392473_MAG_00000057	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	PZPK01	Unknown PZPK01
KOPF15-1_SAMEA7392471_MAG_00000102	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Nitratireductor_D	Unknown Nitratireductor_D
KOPF15-1_SAMEA7392473_MAG_00000044	1	1	1	1	0	0	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Unknown Sulfitobacter
KOPF15-1_SAMEA7392473_MAG_00000050	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amylibacter	Amylibacter sp943846615
KOPF15-1_SAMEA7392471_MAG_00000019	1	1	0	0	0	0	0	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Unknown Trueperaceae	Unknown Trueperaceae
KOPF15-1_SAMEA7392470_MAG_00000027	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA8309	UBA8309 sp002683535
KOPF15-1_SAMEA7392473_MAG_00000049	1	0	1	1	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA8309	Unknown UBA8309
KOPF15-1_SAMEA7392471_MAG_00000181	1	1	1	0	0	0	0	Bacteria	Planctomycetota	PLA2	PLA2	JAEUHO01	JAHEIK01	Unknown JAHEIK01
KOPF15-1_SAMEA7392471_MAG_00000148	1	1	1	0	0	0	0	Bacteria	Planctomycetota	UBA8742	UBA2392	UBA2392	JACKID01	Unknown JACKID01
KOPF15-1_SAMEA7392471_MAG_00000051	1	1	1	0	0	0	0	Bacteria	Chloroflexota	Dehalococcoidia	UBA2979	UBA2979	W-Chloroflexi-9	Unknown W-Chloroflexi-9
KOPF15-1_SAMEA7392471_MAG_00000108	1	1	1	0	0	0	0	Bacteria	Bacteroidota	Kapaibacteriia	OLB7	OLB7	Unknown OLB7	Unknown OLB7
KOPF15-1_SAMEA7392471_MAG_00000047	0	1	1	0	0	0	0	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	IDS-52	Unknown IDS-52
KOPF15-1_SAMEA7392471_MAG_00000104	1	1	0	0	0	0	0	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	UBA10348	JAAZVD01	Unknown JAAZVD01
KOPF15-1_SAMEA7392471_MAG_00000189	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Unknown Marinobacter
KOPF15-1_SAMEA7392471_MAG_00000059	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera	Unknown Rheinheimera
KOPF15-1_SAMEA7392471_MAG_00000027	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Vicingaceae	BRH-c54	Unknown BRH-c54
KOPF15-1_SAMEA7392471_MAG_00000211	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	HKST-UBA85	Unknown HKST-UBA85
KOPF15-1_SAMEA7392471_MAG_00000081	1	0	0	0	0	0	0	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	UBA845	Unknown UBA845
KOPF15-1_SAMEA7392470_MAG_00000028	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	GCA-002722245	GCA-002722245	Unknown GCA-002722245
KOPF15-1_SAMEA7392470_MAG_00000016	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA3537	Unknown UBA3537
KOPF15-1_SAMEA7392470_MAG_00000138	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Arcticimaribacter	Arcticimaribacter sp022425945
KOPF15-1_SAMEA7392473_MAG_00000002	1	0	1	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Unknown Flavobacteriaceae	Unknown Flavobacteriaceae
KOPF15-1_SAMEA7392473_MAG_00000074	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	UBA10364	Unknown UBA10364
KOPF15-1_SAMEA7392470_MAG_00000035	1	0	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	SW10	Unknown SW10
KOPF15-1_SAMEA7392470_MAG_00000132	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA3537	UBA3537 sp002709185
KOPF15-1_SAMEA7392475_MAG_00000004	1	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	MB11C04	MB11C04	MB11C04 sp913048545
KOPF15-1_SAMEA7392470_MAG_00000167	1	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Coraliomargaritaceae	GCA-2690565	Unknown GCA-2690565
KOPF15-1_SAMEA7392478_MAG_00000027	0	0	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	Unknown Henriciella
KOPF15-1_SAMEA7392478_MAG_00000040	0	0	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	Unknown Henriciella
KOPF15-1_SAMEA7392477_MAG_00000035	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UBA7312	JABAYQ01	Unknown JABAYQ01
KOPF15-1_SAMEA7392477_MAG_00000058	1	0	1	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	UBA4465	UBA4465 sp002292365
KOPF15-1_SAMEA7392477_MAG_00000075	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	UBA10364	UBA10364 sp003023665
KOPF15-1_SAMEA7392477_MAG_00000036	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	NS11-12g	UBA9320	UBA9320	UBA9320 sp016779945
KOPF15-1_SAMEA7392477_MAG_00000067	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MS024-2A	MS024-2A sp009886625
KOPF15-1_SAMEA7392478_MAG_00000072	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Ponticaulis	Unknown Ponticaulis
KOPF15-1_SAMEA7392478_MAG_00000065	0	0	0	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	CALAZP01	Unknown CALAZP01
KOPF15-1_SAMEA7392477_MAG_00000054	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Midichloriaceae	Bandiella	Unknown Bandiella
KOPF15-1_SAMEA7392481_MAG_00000088	1	1	0	0	0	0	0	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	JALRJW01	Unknown JALRJW01
KOPF15-1_SAMEA7392481_MAG_00000075	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivita	Marivita sp024742575
KOPF15-1_SAMEA7392479_MAG_00000136	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	GCF-002020875	GCF-002020875	Unknown GCF-002020875	Unknown GCF-002020875
KOPF15-1_SAMEA7392481_MAG_00000067	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	JAQXDR01	Unknown JAQXDR01
KOPF15-1_SAMEA7392479_MAG_00000206	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Actinomycetes	S36-B12	UBA5976	ATZT02	ATZT02 sp018402365
KOPF15-1_SAMEA7392479_MAG_00000148	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Actinomycetes	S36-B12	S36-B12	Mxb001	Unknown Mxb001
KOPF15-1_SAMEA7392479_MAG_00000040	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Actinomycetes	S36-B12	UBA5976	ATZT02	Unknown ATZT02
KOPF15-1_SAMEA7392479_MAG_00000064	1	1	1	0	0	0	0	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Casp-actino8	Unknown Casp-actino8
KOPF15-1_SAMEA7392479_MAG_00000112	1	1	1	0	0	0	0	Bacteria	Actinomycetota	Actinomycetes	Nanopelagicales	Nanopelagicaceae	SYAN01	SYAN01 sp027592195
KOPF15-1_SAMEA7392481_MAG_00000045	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	JAHEJA01	Unknown JAHEJA01
KOPF15-1_SAMEA7392479_MAG_00000083	0	1	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	JAGNRR01	Unknown JAGNRR01
KOPF15-1_SAMEA7392479_MAG_00000105	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	HIMB11 sp009920225
KOPF15-1_SAMEA7392479_MAG_00000124	1	0	1	0	0	0	0	Bacteria	Actinomycetota	Actinomycetes	S36-B12	S36-B12	M55B157	Unknown M55B157
KOPF15-1_SAMEA7392479_MAG_00000180	1	0	1	0	0	0	0	Bacteria	UBP17	UBA6191	UBA6191	UBA6191	Unknown UBA6191	Unknown UBA6191
KOPF15-1_SAMEA7392479_MAG_00000099	1	1	1	0	0	0	0	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	UBA1924	UBA1924	Unknown UBA1924
KOPF15-1_SAMEA7392479_MAG_00000015	1	0	1	0	0	0	0	Bacteria	Actinomycetota	Actinomycetes	S36-B12	S36-B12	M55B157	Unknown M55B157
KOPF15-1_SAMEA7392479_MAG_00000151	1	1	1	0	0	0	0	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Unknown Ilumatobacteraceae	Unknown Ilumatobacteraceae
KOPF15-1_SAMEA7392479_MAG_00000138	0	1	0	0	0	0	0	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	GCA-002862325	Unknown GCA-002862325
KOPF15-1_SAMEA7392479_MAG_00000052	1	1	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	UBA964	Unknown UBA964
KOPF15-1_SAMEA7392481_MAG_00000028	0	1	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Oceanicaulis	Unknown Oceanicaulis
KOPF15-1_SAMEA7392481_MAG_00000012	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Marinobacterium_E	Unknown Marinobacterium_E
KOPF15-1_SAMEA7392480_MAG_00000077	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Unknown Alteromonas
KOPF15-1_SAMEA7392479_MAG_00000144	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	HIMB30	Unknown HIMB30
KOPF15-1_SAMEA7392479_MAG_00000166	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Wenzhouxiangellaceae	Wenzhouxiangella	Unknown Wenzhouxiangella
KOPF15-1_SAMEA7392479_MAG_00000009	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	PHOS-HE28	PHOS-HE28	Unknown PHOS-HE28
KOPF15-1_SAMEA7392479_MAG_00000103	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp018401995
KOPF15-1_SAMEA7392479_MAG_00000115	0	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Salibacteraceae	JAAZVO01	JAAZVO01 sp018609045
KOPF15-1_SAMEA7392479_MAG_00000193	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	JABDKJ01	JABDLZ01	JABDLZ01 sp027621335
KOPF15-1_SAMEA7392479_MAG_00000027	1	0	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	UBA9659	UBA9659 sp027621895
KOPF15-1_SAMEA7392479_MAG_00000167	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Kapaibacteriia	Kapaibacteriales	UBA2268	JAJRPT01	Unknown JAJRPT01
KOPF15-1_SAMEA7392479_MAG_00000146	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	JAKVAV01	Unknown JAKVAV01
KOPF15-1_SAMEA7392481_MAG_00000059	1	0	0	0	0	0	0	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Unknown Bacteriovoracaceae	Unknown Bacteriovoracaceae
KOPF15-1_SAMEA7392480_MAG_00000015	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	UBA4421	UBA4421 sp004213835
KOPF15-1_SAMEA7392479_MAG_00000019	1	0	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Oceaniferula	Unknown Oceaniferula
KOPF15-1_SAMEA7392481_MAG_00000111	0	0	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	UBA7434	UBA7434	Unknown UBA7434
KOPF15-1_SAMEA7392479_MAG_00000080	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudidiomarina	Pseudidiomarina sp023260975
KOPF15-1_SAMEA7392479_MAG_00000122	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	HIMB114	HIMB114 sp008638005
KOPF15-1_SAMEA7392481_MAG_00000090	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	HIMB114	Unknown HIMB114
KOPF15-1_SAMEA7422942_MAG_00000093	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	Puniceispirillum	Unknown Puniceispirillum
KOPF15-1_SAMEA7422941_MAG_00000091	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Luminiphilus	Luminiphilus aquimaris
KOPF15-1_SAMEA7422942_MAG_00000122	1	1	0	1	1	0	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	HTCC2207	Unknown HTCC2207
KOPF15-1_SAMEA7422941_MAG_00000153	1	1	0	1	1	0	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	HTCC2207	HTCC2207 sp913060735
KOPF15-1_SAMEA7392482_MAG_00000022	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	UBA1672	Unknown UBA1672
KOPF15-1_SAMEA7422941_MAG_00000092	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Hel1-33-131	Unknown Hel1-33-131
KOPF15-1_SAMEA7392482_MAG_00000057	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA8752	UBA8752 sp943787435
KOPF15-1_SAMEA7422941_MAG_00000013	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	TMED14	TMED14 sp024639785
KOPF15-1_SAMEA7422941_MAG_00000186	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Hel1-33-131	Hel1-33-131 sp029253805
KOPF15-1_SAMEA7422942_MAG_00000049	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA8316	Unknown UBA8316
KOPF15-1_SAMEA7422941_MAG_00000035	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	BACL14	BACL14 sp024642775
KOPF15-1_SAMEA7422942_MAG_00000017	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UA16	Unknown UA16
KOPF15-1_SAMEA7422942_MAG_00000109	1	0	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	SW10	SW10 sp030432565
KOPF15-1_SAMEA7392482_MAG_00000063	1	0	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Rubritalea	Unknown Rubritalea
KOPF15-1_SAMEA7422941_MAG_00000012	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	HTCC2207	Unknown HTCC2207
KOPF15-1_SAMEA7422942_MAG_00000073	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	HTCC2207	HTCC2207 sp938092205
KOPF15-1_SAMEA7422941_MAG_00000115	1	0	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	UBA9145 sp024639905
KOPF15-1_SAMEA7422941_MAG_00000087	1	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Coraliomargaritaceae	Unknown Coraliomargaritaceae	Unknown Coraliomargaritaceae
KOPF15-1_SAMEA7422944_MAG_00000134	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea	Unknown Planktotalea
KOPF15-1_SAMEA7422944_MAG_00000058	1	1	1	1	0	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Octadecabacter	Unknown Octadecabacter
KOPF15-1_SAMEA7422944_MAG_00000005	1	1	1	1	0	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nereida	Unknown Nereida
KOPF15-1_SAMEA7422945_MAG_00000098	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	HTCC2207	Unknown HTCC2207
KOPF15-1_SAMEA7422942_MAG_00000193	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	CAJJDF01	CAJJDF01	CAJJDF01 sp024639505
KOPF15-1_SAMEA7422944_MAG_00000078	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	Unknown Wenyingzhuangia
KOPF15-1_SAMEA7422946_MAG_00000015	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Salibacteraceae	Unknown Salibacteraceae	Unknown Salibacteraceae
KOPF15-1_SAMEA7422944_MAG_00000019	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA7446	Unknown UBA7446
KOPF15-1_SAMEA7422942_MAG_00000191	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	JALQTD01	Unknown JALQTD01
KOPF15-1_SAMEA7422945_MAG_00000160	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MS024-2A	MS024-2A sp017852075
KOPF15-1_SAMEA7422942_MAG_00000245	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JALRFN01	Unknown JALRFN01
KOPF15-1_SAMEA7422944_MAG_00000056	1	0	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	SW10	Unknown SW10
KOPF15-1_SAMEA7422945_MAG_00000025	1	0	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Oceaniferula	Unknown Oceaniferula
KOPF15-1_SAMEA7422942_MAG_00000209	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	LSUCC0057	Unknown LSUCC0057
KOPF15-1_SAMEA7422950_MAG_00000116	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Emcibacteraceae	Pseudemcibacter	Pseudemcibacter sp002390425
KOPF15-1_SAMEA7422948_MAG_00000030	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	UBA1172	UBA12202	Unknown UBA12202
KOPF15-1_SAMEA7422948_MAG_00000087	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudosulfitobacter	Unknown Pseudosulfitobacter
KOPF15-1_SAMEA7422948_MAG_00000008	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	M30B80	Unknown M30B80
KOPF15-1_SAMEA7422948_MAG_00000035	1	1	0	0	0	0	0	Bacteria	Actinomycetota	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	CSBr16-57R1	Unknown CSBr16-57R1
KOPF15-1_SAMEA7422946_MAG_00000087	1	0	1	0	0	0	0	Bacteria	Cyanobacteriota	Vampirovibrionia	LMEP-6097	LMEP-6097	LMEP-6097	LMEP-6097 sp947459525
KOPF15-1_SAMEA7422948_MAG_00000046	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	HIMB30	Unknown HIMB30
KOPF15-1_SAMEA7422946_MAG_00000091	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp017985075
KOPF15-1_SAMEA7422948_MAG_00000061	1	0	1	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga	Unknown Roseivirga
KOPF15-1_SAMEA7422950_MAG_00000106	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UBA7312	UBA8444	UBA8444 sp029248105
KOPF15-1_SAMEA7422948_MAG_00000045	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	Owenweeksia	Unknown Owenweeksia
KOPF15-1_SAMEA7422949_MAG_00000068	0	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	UBA10364	Unknown UBA10364
KOPF15-1_SAMEA7422951_MAG_00000034	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UA16	UA16 sp002477505
KOPF15-1_SAMEA7422948_MAG_00000028	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	UBA10364	UBA10364 sp949547975
KOPF15-1_SAMEA7422948_MAG_00000023	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	RS62	Unknown RS62
KOPF15-1_SAMEA7422950_MAG_00000107	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	UBA9145 sp003483155
KOPF15-1_SAMEA7422948_MAG_00000102	0	0	0	0	0	0	0	Bacteria	Bacillota_I	Bacilli_A	Acholeplasmatales	Acholeplasmataceae	UBA8290	Unknown UBA8290
KOPF15-1_SAMEA7422948_MAG_00000022	0	0	0	0	0	0	0	Bacteria	Bacillota_I	Bacilli_A	Izemoplasmatales	Izemoplasmataceae	JAGYII01	Unknown JAGYII01
KOPF15-1_SAMEA7422950_MAG_00000081	1	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	MB11C04	MB11C04	Unknown MB11C04
KOPF15-1_SAMEA7422951_MAG_00000011	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp943788075
KOPF15-1_SAMEA7422951_MAG_00000096	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	JAJRRL01	JAJRRL01	JAJRRL01	Unknown JAJRRL01
KOPF15-1_SAMEA7422946_MAG_00000068	0	0	0	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	UBA1280	RI-95	RI-95	Unknown RI-95
KOPF15-1_SAMEA7422951_MAG_00000113	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	Puniceispirillum	Unknown Puniceispirillum
